meloeiro	fruta
galardão	dom/dádiva/presente/brinde/doação/símbolo/aceno/emblema/sinal
ato	interpretação/evento/acontecimento/fato/representação/atuação/acção/ação/feito
h	letra/caractér/carácter
anfitrião	criatura/hospedeiro/adulto/organismo/ser
pré-digerir	digerir
arteriosclerose	esclerose
cílio	cabelo/pêlo/Pêlo
desacreditar	minimizar/descartar/rejeitar/sacanear/zombar/mangar/ridicularizar/ignorar/desconsiderar/menosprezar
tronco	caule/Anatomia/órgão
voltar	reaparecer/trazer/levar/tirar/transportar
legado	patrimônio/herança/dom/dádiva/presente/brinde/doação
educador	perito/expert/especialista/experto
programar	planificar/agendar/planejar
enfurecer-se	estar/ser
help_desk	serviço
chá	erva/bebida/tisana/infusão
vide	armadilha/rede
modo	comportamento/maneira/procedimento/conduta/realização/execução/implementação
Realidade	realidade
qualidade	raça/grau/ideia/idéia/concepção/conceito/propriedade/característica/predicado/atributo/valor/importância/tipo/género/categoria/classe
vetor	recta/variável
pendão	naipe/emblema
ordenhar	explorar/sacar/tirar/extrair
treinar	controlar/estudar/aprender/cursar/malhar/exercitar/manipular/ensinar/instruir/lecionar
desacato	desobediência
resenha	crítica/jornal/revista/periódico
duração	período/etapa/tempo/continuidade
parentesco	relação/conexão
humidade	estado/Estado/situação/condição
ASEAN	associação/união/ordem/sociedade/organização
Pentateuco	rolo/pergaminho
eclusa	estacada/paliçada/cerca/barreira
coexistência	existência/ser
descongestionar	limpar/liberar
ciclone	atmosfera/vendaval/ambiente
zurrar	emitir/rir/gargalhar/soltar
percurso	fronteira
exercitar-se	fazer/executar/desempenhar
National_Oceanic_and_Atmospheric_Administration	Governo/agência/escritório
pressupor	assumir/antecipar/presumir/supor
escusa	justificação
heroísmo	denodo/coragem/ânimo
desculpa	justificação/reconhecimento
sapatão	alma/lésbica/indivíduo/alguém/pessoa
apreender	agarrar/segurar/pegar/capturar/tomar/adoptar
renascer	estimular/animar/excitar
esgrima	ação/batalha/pugna/peleja/combate/disputa/luta/ato/atividade
hemocromatose	doença/patologia
zumbido	ruído/sintoma
gangrenar	apodrecer
arroto	reflexo/expulsão
molécula	unidade
parvo	idiota/estúpido/simplório
FTP	protocolo
refluxo	doença/patologia
negligenciar	desleixar/descuidar/descurar
metano	gás
decapitar	matar
roça	granja/quinta/sítio/fazenda/campo
agrupamento	ocupação/atividade
faiança	cerâmica
poção	bebida
eutanásia	homicídio/assassinato/morte
confabular	empreender/inventar/discutir/conversar/iniciar
electromagnetismo	magnetismo/Fisica/Física/física
ísquio	osso
jungir	anexar/unir/juntar
virilidade	posto/Masculinidade/cargo/posição
sintaxe	organização/sistema/gramática
absorção	adsorção/atividade
suposição	opinião/ideia/idéia/concepção/conceito/teoria/possibilidade/hipótese
dilema	troca/perplexidade/aperto/embaraço/câmbio
surrar	golpear/bater
batata-doce	Morning_Glory/cebola
exponenciação	operação/cáculo
aprisco	Curral
flagelação	surra
desorganizar	bagunçar
inocência	estado/naturalidade/Estado/situação/condição/ingenuidade/singeleza
chão	terra/solo/relevo/objeto
deficiência	número/desvantagem/falta/ausência/escassez/Quantidade/quantidade/carência/necessidade
asfixiar	matar/sofrer/contrair/barrar/obstruir/trancar/entupir/tapar/morrer/perecer/falecer/doer/comprimir
grandiosidade	estilo/língua/discurso/linguagem
mota	Motos/motocicleta/moto
dilatar-se	estender/aumentar
minuciosamente	examinar/analizar
demolição	destruição/conclusão/fim/resultado/chegada/devastação
panorama	imagem/desenho/figura/fotografia/ilustração/ícone
Guido	desenho/efígie/imagem/figura/ilustração
sina	estado
quem	letra/caractér/carácter
segmentação	separação
rebater	retrucar/responder/replicar/repudiar/renunciar
gigantismo	extensão/hipertrofia
amada	alma/indivíduo/alguém/pessoa
clandestinidade	incomunicação/isolamento
rimar	combinar/concordar/corresponder
configuração	esquema/plano
guisado	prato/cozido
paranoia	psicose
czar	monarca/suserano
galvanização	estimulação/revestimento
inocentar	pronunciar/rotular/julgar
guizo	sino
plagiar	roubar/furtar
noivado	promessa/ritual/rito
paisagista	pintora/pintor/designer/arquitecto
viuvez	época/mulher/período
diálogo	guião/conversa/script/roteiro
rumo	percurso/estrada/itinerário/caminho/rota/linha
mensuração	ocupação/atividade
Tocha	luz
encriptação	criptografia/programação
vistoriar	examinar/inspecionar
leiloeiro	intermediário/corretor
Igrejas_Orientais	catolicismo
freezer	geladeira/refrigerador
funcionária	trabalhador/moça/garota/rapariga/mulher/senhorita
covinha	impressão
dardo	mudança/projétil/míssil
amimar	tratar
microprocessador	microchip/chip
aeroplano	navio
toxicómano	adicto/viciado
flor	período/etapa/tempo/angiospérmicas
esterilizar	desinfectar/operar
Igualdade	status/posição/classe/condição/estado
nata	escol/creme/lacticínio/laticínio/elite
trimestre	semestre/período/etapa/tempo/hora
requebrar	oscilar/tocar
refogar	cozinhar
Arcada	edifício/tecido/estrutura
redobrar	intensificar/aumentar
silicone	polímero
desafinar	alterar/mudar/modificar
visitar	excursionar/viajar
CEP	código
arranha-céu	edifício/prédio
firmware	código
esfera	Ambiente/produto/utensílio/artefato/bola/ambiente
ranhura	fresta/impressão/fenda/buraco
coprofagia	Alimentação
atochar	colocar/botar/carregar/pôr
defensor	alma/indivíduo/alguém/pessoa
tonel	vasilhame/continente/contentor/caixa/jarro/vasilha/vaso
remeter	enviar/pegar/despachar/transferir/trazer/transmitir
cintilar	refletir/queimar/resplandecer/brilhar/luzir
região	lugar/ponto/localização
desbravar	dividir/preceder/cortar
mutação	mudança/criatura/organismo/ser/alteração/variação/modificação
desordenar	comer
contribuição	custo/esforço/dom/dádiva/presente/brinde/doação/tentativa
vazar	aflorar/desaguar/emergir/sair/aparecer
esquivar	evitar
convicção	religião/opinião/crença/fé
haste	barra
especificação	restrição
anemia	sintoma
gárgula	ornamento/adorno/decoração/ornato
chicotear	debulhar/bater/acertar/golpear/trilhar/sovar/surrar
geek	intérprete
fascinação	afeição
Dia_das_Bruxas	dia
concluir	concordar/completar/deduzir/terminar/refletir/pensar/encher/alterar/mudar/modificar/acordar/encerrar/finalizar/achar/chegar/inferir/decidir
exilar	expulsar
recomeçar	mudar/principiar/alterar/começar/iniciar
espólio	compra/aquisição
guião	script/roteiro
marajá	príncipe/Príncipe
califa	muçulmano/Muçulmanos/governador/governante
aveia	cereal
castanho	marron/marrom
vazio	espaço
galanteio	petição/súplica/apelo
registro	evidência/entrada/ingresso/indicação/documento
sublimar	redirecionar/evaporar/gaseificar/vaporizar/aperfeiçoar/melhorar/mudar/modificar/alterar
fi	letra/caractér/carácter
regularizar	arranjar/decidir/dispor/resolver
corrida	locomoção/torneio/concurso/certame/jogo/partida/competição
paróquia	jurisdição/comunidade/Comunidade
sabre	gládio/espada
engalfinhar	agarrar/segurar/pegar/capturar
desintoxicar	remover/tratar/retirar/tirar
roubo	pilhagem/furto/saque/ofensa/crime
cacete	falo/verga/pênis/pinto/caralho/membro/porrete
vibração	onda
terceiro	classe/hierarquia/posição/posto
Dunquerque	crise
conformista	conservador
confeccionar	compor/provocar/criar/realizar/construir/causar/montar/reunir
acanto	erva/maconha
desmineralizar	remover/retirar/tirar
sola	fundo
gostar	ver/achar/considerar/apreciar/acalentar/adorar/amar/satisfazer/agradar
fragmentar	separar/dividir/desmoronar
prostrar	atirar/alterar/jogar/lançar/mudar/modificar
Ovni	aparição/fantasma
copular	acasalar/unir/juntar
bovinos	bovídeos
plebiscito	votação
atavismo	recorrência/repetição
cômico	intérprete
Origami	arte
maratona	tarefa/projeto
Astronomia	Fisica/Física/física
amoreira	fruta/fruto/baga
intermitência	irregularidade
folhado	bolo
posto	instalação/infra-estrutura/status/classe/condição/estado/função/emprego/profissão/ofício/ocupação/trabalho/serviço/hierarquia/posição/local/lugar/estação
afrontar	resistir
iceberg	alface
equilibrar-se	estar/ser
subsídio	bolsa/subvenção
archote	luz
Educação	ocupação/atividade
lagartixa	escamado/lagarto/Lagartos
view	idéia/ideia/perspicácia/opinião/pensamento
flexão	diferença
vidoeiro	vara
coorte	grupo/Comunidade/círculo/ordem/gente/povo/população
homus	pasta
meta	risco/linha/traço/destino/capacidade/talento/faculdade/habilidade
sorver	tomar/beber/consumir
Composição	totalidade
pilhar	roubar/apoderar-se/furtar/tomar
abside	nicho
atriz	intérprete/artista/actor/ator
neuropatia	doença/patologia
amenorréia	sintoma
herança	hereditariedade/possessão/compra/patrimônio/atributo/predicado/característica/propriedade/legado/dom/dádiva/presente/brinde/doação/aquisição
despedimento	demissão
incentivar	estimular/provocar/promover/encorajar/alentar/causar/fazer
cangaceiro	gatuno/ladra/ladrão
húmus	Solo/solo/terra
corrupção	vergonha/degradação/decomposição/apodrecimento/deterioração/desonestidade/desonra
madeireiro	obreiro/trabalhador/operário
embarque	partida
híbrido	criatura/organismo/ser
infiltração	filtração
comover	impressionar/afetar/provocar/incitar/estimular/concitar
maturidade	atributo/condição/estado/situação/época/período
alimentar	suprir/alentar/comover/estimular/prover/provisionar/abastecer/servir/fornecer/encorajar/promover
sota	insecto/inseto/Insectos
delimitar	estar/limitar/conter/ser/restringir
Swing	Jazz/jazz
fogueira	incêndio/fogo
cantador	tocador/instrumentista/instrumentalista/músico
escalar	subir/galgar/trepar/montar
boletim	artigo/documentação/história/relato/documento
invariabilidade	regularidade
arioso	recitativo
ocasião	oportunidade/ocorrência/evento/acontecimento/chance
vacilação	deslocamento/movimento/traslado
rinite	inflamação
vigor	alma/violência/validade/influência/força/vida
testosterona	andrógeno
horóscopo	prognóstico/previsão/predição
mezzanino	edifício/tecido/estrutura
dispersar	partir/dividir/separar
afeição	objecto/abalo/comoção/simpatia/compaixão/piedade/camaradagem/sentimento/emoção/impressão/objeto/objetivo/afecção/carinho/apego/amor
simplório	alma/indivíduo/alguém/pessoa
martelar	bater
amargor	amargura
veio	cabo/aluvião/haste/vara/sedimentação
colostro	leite
criogenia	Fisica/Física/física
adulação	lisonja/elogio/bajulação/vénia/admiração
guarda-chuva	toldo
vegetar	viver/crescer
capelão	clérigo/sacerdote/pároco/pastor
decrescer	desabar/minguar/diminuir
menino	alma/descendência/jovem/menor/juvenil/macho/indivíduo/alguém/pessoa/descendente/varão/homem/filho/filha/infante/garoto/rapaz/moço/criança
antipapa	papa/pontífice
Casa_da_Moeda	fábrica/usina
mineralogia	geologia
comprimento	alcance/extensão
beneditino	religioso
igual	alma/indivíduo/alguém/pessoa
mod	moço/moça/rapaz/rapariga/adolescente
pausa	pendência/ocorrência/tempo/ociosidade/intervalo/evento/acontecimento/interrupção/suspensão/atraso/retardar/adiar
cuspe	secreção
envasar	encaixar/colocar/embutir/implantar/botar/carregar/pôr
executor	fiduciário
cosmo	flor/natureza
remontar	começar/provir/originar
sapatear	dançar
pertinência	ligação/relação
enobrecer	avançar/promover
conflito	batalha/condição/estado/situação/pugna/peleja/combate/disputa/luta
picha	falo/verga/pênis/pinto/caralho/membro
melar	dulcificar/adoçar
antracite	hulha/carvão
barrete	chapéu/boné
santuário	campo/área/igreja/templo/região/terreno
gesso	atadura/superfície/penso/esparadrapo/ligadura/mineral
desabar	mudar/alterar
clichê	exemplar/exemplo
ki	vitalidade/energia
whisky	álcool
estimulação	transa/sexo
culminar	chegar/realizar/concluir/obter/atingir/efetuar/efectuar/finalizar/terminar/encerrar/parar/acabar/cessar
elisão	omissão
lariço	conífera
exagero	melhoramento/metáfora/engano
visão	experiência/imaginação/orientação/Imaginação
proeza	conquista/consumação/realização/façanha/feito
altercar	debater/discutir/arguir
guarda-marinha	cadete
crack	cocaína/neve
cartoon	humor
pia	alfaia/bacia/mobiliário/movéis/mobília/móvel/tigela
meteorito	meteoróide/meteoro
capuz	capucha/capa/fronha/chapéu
reggae	Música_Popular
zumbi	falecido/morte
assaltante	gatuno/culpado/ladra/ladrão
jurisdicção	jurisdição
desenvolvedor	creador/criador
colonoscopia	endoscopia/Endoscopia
zelador	tutor/supervisor/guardião
miga	bocado/pedaço/fragmento/porção/gota/mordida
estratificar	arranjar/distinguir/fecundar/diferenciar/inseminar/separar/fertilizar/mudar/alterar/colocar/botar/carregar/pôr/dispor
director	educador/pedagogo/administrador
surfar	deslizar/escorregar
omoplata	osso
gémeo	irmã/irmão
Cambraia	pano/fazenda/tecido
recebimento	aquisição/saudação
atrever	atuar/agir/fazer
furna	formação/caverna/gruta
estrôncio	metal/Metais
atacar	impressionar/violentar/comover/atuar/agir/fazer/assaltar/agredir/debater-se/lutar/brigar/impactar/criticar/afetar
sobre	continente/contentor/caixa/jarro/vaso/vasilha
servente	trabalhador
perfuração	produção/buraco
bacia	região/vasilhame/vasilha/vaso
decidir	deliberar/considerar
desrespeitar	relacionar/relacionar-se/ver/achar/considerar
incapacitar	alterar/mudar/modificar
arquitecto	creador/criador
apanhar	transportar/adquirir/agarrar/jogar/surpreender/receber/obter/comprar/atingir/segurar/pegar/capturar/coletar/reunir/coligir/recolher/juntar/assombrar/sobressaltar
agitador	desordeiro
equilíbrio	posição/propriocepção/edifício/tecido/estrutura/situação/condição/espaçamento
lesão	doença/inchaço/traumatismo/mal/dano/patologia
australiano	morador/habitante
contraforte	base
infestação	enxame/turma
castor	roedor
dormir	repousar/jazer/descansar
vontade	intento/faculdade/finalidade/objectivo/intenção/propósito/objetivo/talento/selecção/escolha/seleção
fast-food	pão/alimentação/alimento/nutrição/comida
rocha	pedra/natureza
bilinguismo	capacidade/talento/faculdade/habilidade
curvar-se	gesticular
neto	filho/descendente/descendência/neta
sensualizar	imputar/atribuir
aferir	separar/diferenciar/distinguir
botequim	taberna/taverna/boteco
esmorecer	dissuadir/vacilar/duvidar/hesitar/gaguejar/desanimar
eólio	população/cidadania/gente/povo
salame	salsicha
alavancar	abrir
cangar	anexar/unir/juntar
salgar	conservar/condimentar/temperar/preservar
lêmure	primata
arremessar	arremeter/jogar/mexer/mover/deslocar/atirar/lançar
aliar	misturar/combinar/fundir
rosca	edifício/tecido/estrutura
menção	apontamento/anotação/nota
maluco	geek/excêntrico
resíduo	porção/categoria/parte/componente
Cruz_Vermelha	ONG
expressar	significar/denotar/mostrar/transmitir/proferir
equipar	habilitar/possibilitar/suprir/fornecer/prover/abastecer
prolongar-se	sustentar/alongar/prolongar
gêmeos	irmã/irmão
obituário	anúncio/aviso
jejum	abstinência
Trindade	Todo-Poderoso/Senhor
sacrifício	perda/homicídio/assassinato/morte
botão	parte/ferramenta/produto/utensílio/artefato/chave/interruptor/aparelho/aparato/mecanismo/instrumento/dispositivo/equipamento/fragmento
maiúsculo	letra/grafema
cartel	consórcio/sindicato
rectificar	retificar/corrigir
crepúsculo	luz/hora
moleza	tarefa/projeto
holograma	ilustração/figura/imagem/retrato/desenho/fotografia/foto
Força_Aérea	Governo/agência/escritório
diplomar	estudar
mesmerizar	tranquilizar/sedar
conferencista	alto-falante/locutor/palestrante/falante
limusine	veículo/auto/viatura/automóvel/máquina/carro
pacifista	adulto
dramatização	autoria/representação
talho	loja
boiar	estar/andar/ir/caminhar/viajar/ser
desmentir	representar/desviar/variar
heleno	europeu
incubadora	aparato/aparelho/equipamento
perdurar	continuar
necrofilia	mania
Magnetómetro	contador/metro
arménia	alfabeto
cotovelo	curva/tubulação/canal/duto/articulação
curry	prato
vindouro	tempo
recontagem	enumeração/conta/contagem
topete	punhado
pessimismo	temperamento/medo/disposição/desespero/dor/consternação/temor/pavor/melancolia
ambicionar	ansiar/desejar/querer
mecha	corda
homônimo	alma/indivíduo/alguém/pessoa
conservadorismo	ideologia
reencontrar	descobrir
incentivo	pagamento/recompensa
deflacionar	depreciar
calefacção	instalação
fisiologia	biologia
colisão	toque/acidente
confusão	mal-entendido/equívoco/vergonha/desordem/bagunça/falha/engano/erro
