meloeiro	fruta
contra-argumento	argumento
Fungi	reino
depredar	destroçar/arruinar/destruir/estraçalhar/detonar
lei	jurisprudência/ciências_jurídicas/idéia/concepção/montão/colecção/ruma/chusma/coleção/grupo/aglomeração
quiché	maia
corte	estilo/quarto/penteado/carne/vianda/corte_de_cabelo/governo/regime/abertura/ferimento/lesão/mágoa/aposento/sala/redução/diminuição
Audiograma	figura/ilustração/desenho/representação
guitarra	violão/Guitarra/tocador/instrumentista/instrumentalista/músico
família_real	casa
submergir	cobrir/naufragar/deslocar/mover
especular	investir/raciocinar
intencionar	denominar/designar
detrimento	avaria/dano/estrago
gata	moça/Bombas/garota/mulher/senhorita
articular	dizer/contar/falar
aparelho	ferramenta/aparato/mecanismo/instrumento/equipamento
napalm	gasolina/benzina
Ícone	pintura/figura/ilustração/desenho/representação
lançado	desempenhar/apresentar
desvincular	desconectar
infinito	propriedade/característica/predicado/atributo
sobressaltar	impressionar/comover/afetar
aramaico	escrita
pipi	micção/excreção/excremento/urina/Micção
produtor	causa/creador/criador
queda	Gravitação/gravidade/conclusão/término/fim/cabo/rebaixamento/fallout/descida
anátema	Maldição/maldição
perfumar	cuidar-se
safado	proxenetismo/chulo/proxeneta/culpado
Baldaquino	toldo
Tungsténio	metal/Metais/metais
solicitude	afeição
antigénio	substância
central_eléctrica	estação/posto
Compensação	correção/recompensa
quimioterapia	terapia
feijão	legume/fava/Vagem
ómega	conclusão/fim/chegada/caractér/carácter
conurbação	área_urbana
sofismar	significar/denotar
melatonina	hormona
tencionar	apresentar
furor	vida
rego	trincheira
ameia	trincheira
trancar	prender/superar/estorvar/atrapalhar/evitar/entravar/impedir/reter
cúrio	metal/Metais/metais
condado	classe/divisão_administrativa/hierarquia/posição/posto/região/regiões
presbítero	ancião/Ordem/clérigo/sacerdote/pároco/pastor
contra-atacar	assaltar/atacar
remetente	comunicador
embalar	estar/selar/segurar/deslocar/ser/oscilar/vedar/mover/embrulhar/cobrir/tampar
Dumper	caminhão/camião
sepulcro	estância/sepultura/túmulo/tumba
horda	multidão/montão/turba/comunidade/Comunidade
banqueta	assento/cadeira
acento	tonicidade/Prosódia/prosódia/sotaque/ênfase
apartar	separar/partir/dividir
reunir-se	reunir
piada	comentário/observação
SUV	auto/automóvel/máquina/carro
Pintura	revestimento
acordeonista	tocador/instrumentista/instrumentalista/músico
Livrarias	loja
tropeçar	mexer/mover/deslocar/caminhar/andar
funâmbulo	acrobata
sujeira	impureza
desaparafusar	afrouxar
preempção	apropriação/direito
guloseima	pão/alimentação/alimento/nutrição/comida
pub	taberna/taverna/boteco
práxis	execução
lápis	figura/Lápis
hipnótico	sonífero/produtos_farmacêuticos/medicamento/narcótico/entorpecente/remédio/droga
suavizar	enfraquecer/amortecer/alterar/mudar/modificar
dissertação	tratado/Ensaios
comercialismo	transação
porta	quarto/abertura/entrada/aposento/sala/boca/Portas
mandar	pedir/transmitir/transferir/trazer/requerer/requisitar
bicicleta	biciclo/roda/bici
baralho	cartão
condenar	dizer/pronunciar/criticar/denunciar/manifestar/provar/certificar/demonstrar/rotular/julgar/declarar/delatar
Fome	calamidade/cataclismo/tragédia/desastre
ex-marido	varão/macho/homem
irmanar-se	crescer
vendar	cobrir/tampar
invencionice	falsidade
zircão	mineral
balastro	cascalho/materiais/brita/gravilha
fuelóleo	hidrocarboneto/carburante/combustível
princípio	generalidade/generalização/prescrição/norma/momento/instante/início/começo/lei/ocorrência/acontecimento
dirigir-se	mexer/virar-se/mover/deslocar/virar
plagiário	ladrão
CD-R	cedê/CD
Tripé	prateleira
consagração	santificação
gradar	lavrar
Sanatório	enfermaria
anão	ser
aluguel	transação/acordo
Marga	terra
incomodar	machucar/impressionar/recordar/encolerizar/penetrar/reclamar/confundir/preocupar/angustiar/doer/inquietar/atormentar/excitar/agitar/desgostar/desagradar/lamentar/perturbar/amolar/agastar/vexar/molestar/impactar/importunar/irritar/assediar/aborrecer/provocar/irar/enraivecer/zangar/crucificar/retalhar/comover/afetar
repasto	pão/alimentação/alimento/nutrição/comida
eclesiástico	clérigo/sacerdote/pároco/pastor
anular	suprimir/enfraquecer/julgar/abolir/revogar/declarar/cancelar/dedo
espiar	apurar/ver/policiar/monitorar/olhar/mirar/averiguar/investigar
tempero	produtos_alimentares/ingrediente/condimento
macaréu	vaga
sacristia	quarto/aposento/sala
texano	estado-unidense
Decifração	criptografia/Criptografia
desnortear	confundir/perturbar
redizer	contar/informar
pogrom	perseguição
Declinação	família/classe/grupo
Semana_Santa	semana
inferiorizar	confundir/perturbar
vitoriano	ser_humano/alguém
guzerate	hindu
retomar	mudar/alterar
supositório	remédio/medicamento/produtos_farmacêuticos
passageiro	turista/viajante
cético	intelecto
augurar	denotar/sugerir/evidenciar/sinalizar/indicar
cara-pálida	caucasiano/caucasiana/branco
Comunistas	socialista
prevalecer	existir/predominar/mandar/reinar/ser
sobrepor	colocar/estender/suceder/carregar
botânica	ciências_da_vida/biólogo/biologista
ocupante	morador/habitante
comunismo	socialismo
dor	desgosto/amargura/terror/consternação/medo/susto/emoção/impressão/angústia/Dor/mágoa/pesar/tristeza
inativar	alterar/mudar/modificar
arritmia	Cardiopatia/cardiopatia
desconto	redução/diminuição
Relicário	continente/contentor/caixa/jarro/vaso/vasilha
voz_humana	comunicação
cacarejar	emitir/rir/soltar/gargalhar
descente	descida
senador	legislador/Legislador
Manganés	metal/Metais/metais
edema	inchamento
devorador	comedor
acorrentar	amarrar/confinar/reter
movimentar	mexer/mover/deslocar
idiotia	atraso
bodega	destilaria
saciar	suprir/tomar/satifazer/consumir
Associação_de_Nações_do_Sudeste_Asiático	associação/união/ordem/sociedade/organização
mu	ungulados/equídeo
acessório	parte/vestimenta/vestuário/roupa
Adobe	argila
accionista	investidor
escarradeira	recipiente
estudante	aluno/mocinha/caçador/seguidor/menina/garota/garotinha/menininha/moça/pupilo/ser_humano/alguém
afugentar	deslocar/mover
autenticar	dizer/manifestar/provar/certificar/demonstrar
aeromoça	pessoal_navegante_comercial
remessa	pagamento/recompensa
cesura	Prosódia/prosódia/interrupção/suspensão
notícia	informação
Bate-estaca	maquinaria/máquina
extracção	atividade
proporcionar	harmonizar/ajustar/compatibilizar
Física	ciência/ciências_naturais
octeto	reunião
polónio	metal/Metais/metais
Pêndulo_de_Foucault	pêndulo
ópio	narcótico
punho	alça/cabo
boi	macho/vacum/bovinos
Conjunção	encontro
armamento	mobilização/equipamento_militar/munição/equipamento/instrumento/aparelho/ferramenta
reparar	melhorar/aperfeiçoar/dizer/contar/falar
lâmpada	ferramenta/aparelho/aparato/mecanismo/instrumento/equipamento/mobiliário/movéis/mobília/móvel/luz
fabricar	provocar/criar/causar/construir/confeccionar
vasculhar	buscar/mexer/mover/deslocar
declamar	executar/desempenhar
modernidade	Elegância
discrepância	discordância
toca	habitáculo/túnel/cova/oco/trabalho
anilhar	anexar
encabeçamento	melodia/linha
lixa	abrasivo/ferramenta
repouso	paz/interrupção/suspensão/silêncio/ociosidade
camaradagem	emoção/impressão
Hora_de_ponta	hora
fotocopiar	reproduzir
pedra-pomes	pedra
redirecionar	enviar
cobiçar	invejar
cauchu	látex
demandante	ser_humano/alguém
bastidor	tripé/Tripé
princesa	patrício/mulher
regatear	pechinchar/negociar/agenciar
procriar	provocar/criar/construir/causar
permutar	remanejar/transferir
beisebol	bola
walkie-talkie	parceria
borrifar	salpicar/espalhar
consumir	tomar/preocupar/comer/ocupar/gastar/despender/inquietar
aventurança	humor/espírito
amplitude	grandeza/magnitude
deslocar	mover
risco	fronteira/causador/perigo/ameaça/marca
samovar	urna
presa	vítima/animal/dente_canino/bicho/ser/besta
pináculo	agulha/cume/cima/coruchéu/flecha/topo
clientela	povo
superfície	semblante/estrato/fronteiras/limite/fronteira/produto/utensílio/artefato/camada
aumentar	enganar/elevar/subir/adquirir/alterar/mudar/modificar/acrescentar/intensificar/acirrar/crescer/progredir/erguer/alçar
presidente	executivo/líder/chefe/chefe_de_Estado
girar	mexer/rodar/deslocar/operar/virar-se/virar/mover
graxa	requinte
sublevação	rebelião/insurreição
qualificação	adequação/idoneidade
narina	venta
flagelar	açoitar/vergastar/chibatar/chicotear/surrar
bloquear	esgrimir/tapar/entupir/trancar/obstruir/barrar/impossibilitar/impedir/estorvar/evitar/obstar
santidade	qualidade
sebe	paliçada/cerca/barreira
publicar	construir/criar/produzir
refém	preso/desventurado
ioga	hinduísmo
francos	europeu
sancionar	permitir
agregado	suma
reactor	aparato/aparelho/equipamento
ofensa	comportamento/transgressão/desfeita/injúria
entorpecer	inativar/desativar
morder	mastigar/perfurar/furar/mascar/agarrar/segurar
higrômetro	metro
enfurecer	retalhar/encolerizar/crucificar/incomodar/irritar/irar/enraivecer/zangar
rascunhar	desenhar
cantoneira	aço
urbanismo	planejamento
subjugar	derrotar/oprimir/bater/vencer/superar/ultrapassar
toxina	tóxico/veneno/peçonha
analogia	comparação/Inferência/inferência/dedução
berço	procedência/nascente/manancial/raiz
serradura	madeira
Marketing	mercantilismo/comercialismo/comércio
gomar	progredir/desenvolver
palavra-chave	chave/verbo/palavra/vocábulo
anel	joalharia/Joalheria/Pêlo/pêlo
migração	deslocamento/movimento/traslado
cruzar-se	coincidir/ver/encontrar
retraduzir	traduzir
pender	pendurar
ambiência	propriedade/característica/predicado/atributo/estado/Estado/situação/condição
vitrina	continente/contentor/caixa/jarro/vaso/vasilha
Trofoblasto	membrana
Miocardiopatia	cardiopatia/Cardiopatia
reitor	clérigo/director/sacerdote/pároco/pastor/diretor/directora
decepcionar	frustrar
licor	Bebidas_alcoólicas
baseado	cigarro
féretro	caixa
estreito	canal
rarefazer	enfraquecer
ensaiar	balizar/executar/desempenhar/julgar/avaliar
nó_górdio	Nó/nodo/Nós/nó
campânula	maconha
bufar	emitir/assoprar/expirar/soltar
tributo	imposto/extorsão/pagamento/aprovação
portagem	estipêndio/taxa
angioma	tumor/neoplasia
certificar	declarar/permitir/provar/atestar/julgar
mimosear	afagar/acariciar
superar	sobressair/concitar/estimular/incitar/provocar/exceder/derrotar/bater/vencer/ultrapassar
Cretinismo	hipotiroidismo
antepassado	antecessor/parente/Antepassado/ancestral
fraudar	trapacear/defraudar
macroeconomia	economia
realidade	realismo/experiência/verdade/Realidade/ser
Cintura_de_kuiper	região
Organização_Mundial_do_Comércio	Organização_internacional/Organizações_internacionais
teorizar	antecipar/raciocinar
assassínio	homicídio
executora	executor
identificação	crachá/personalidade/distintivo/tarja/memória/indicação/identidade
bruna	ser_humano/alguém
comarca	região/regiões
gestão	administração
pânico	susto/medo/consternação/terror/angústia
pénis	falo/verga/pênis/pinto/caralho
xamã	clérigo/mago/feiticeiro/Feiticeiro/taumaturgo/sortílego/padre/sacerdote
situar	deslocar/colocar/carregar/achar/determinar/mover
insídia	plano
Pé_de_cabra	alavanca/pé-de-cabra
burocrata	serventuário/funcionário
Armagedão	luta/combate/batalha
caixa-forte	caixa
pecíolo	caule/tronco
Ostensório	vasilhame/vasilha/vaso
levantar-se	andar/tornar/revoltar-se/revoltar/caminhar/viajar
serialização	publicação
encostar	estar/colocar/bater/tocar/carregar
hematócrito	proporção/Taxa
alguém	causador/ser
terra_incógnita	região/regiões
expletivo	expressão/profanação/Palavrão
oca	formação
NAFTA	comércio_livre/Livre-cambismo
camarim	quarto/aposento/sala
exercitar	executar/desempenhar
McIntosh	maçã
quatro	algarismo
correlacionar	associar/relacionar/conectar
adsorção	atividade
ameaçar	agourar/intimidar/existir/augurar/prefigurar/vaticinar/prenunciar/pressagiar/profetizar/predizer/prognosticar/alertar/advertir/avisar/ser/expressar
clone	ser
fatalismo	determinismo
Cornucópia	abundância/fartura
Tanoeiro	artífice
propriedade	possessão/posse/abstração/qualidade/idéia/concepção/conexão
pizza	prato
extirpação	puxão/cirurgia/operação/tração
fechar	decidir/tornar/acabar/finalizar/findar/revoltar-se/revoltar
Montanhismo	escalador
façanha	conquista/consumação/proeza/ação/atividade
entusiasta	seguidor/adorador/admirador
Ok	aprovação/sanção/consentimento
deformar	formar/alterar/mudar/modificar
Psicologia_do_Desenvolvimento	psicologia
salvar	resistir/bater/defender/proteger/resgatar
vira-lata	cachorro/cão
ruído_branco	ruído/estrondo
competir	concorrer
engatar	deslocar/mover
Massa	corpo
plantio	fazenda
bolbo	caule/tronco
preguear	mudar/alterar
modelo	líder/exemplar/chefe/ajudante/assistente/adjunto/criado/figura/ilustração/desenho/representação/exemplo
plenitude	atributo/integralidade/inteireza/integridade/estado/Estado/situação/condição
pop	Frutos_do_mar
amontoado	massa/Massa
idioma	faculdade/comunicação/talento/discurso/língua/linguagem
desagravar	castigar/penalizar
vogal	fonema/caractér/carácter
colégio_eleitoral	comunidade/grupo
ensinar	aperfeiçoar/acostumar-se/habituar-se/habituar/melhorar/informar
imaterializar	alterar/mudar/modificar
coruchéu	Torres/torre/roque
dianteira	face/lado
carta_de_condução	licença
rearranjar	dispor
camomila	maconha
abstração	ser/ente
sepultamento	Funeral/funeral
displasia	anormalidade
estética	filosofia
genitália	Genitália
quarteto_de_cordas	quarteto
moleiro	artífice/traça
mar	oceano/água
uniformizar	alterar/mudar/modificar
térmite	insecto/inseto/Insectos
abolição	conclusão
afixar	postar/colar/anexar/cravar
vindicar	defender/inocentar/absolver/manter/afirmar
farrapo	pano
nitroglicerina	nitrato
agilizar	intensificar
mobilização	assembléia/reunião
tratado_de_paz	convênio/convenção/tratado/acordo
indiciar	declarar/clamar
agência_de_viagens	agência
fração	porção/parte
limão	citrino/amarelo/Amarelo
desfilar	quebrar/caminhar/andar/destruir
mimosa	moita
autocarro	transporte_público/Transportes_públicos/transportes_públicos
exaurir-se	indispor
povo	reunião/ser_humano/homem/grupo
minguar	enfraquecer/desabar/diminuir/decrescer
desenhador	louvado/perito/expert/experto/creador/criador
antipirético	remédio/medicamento/produtos_farmacêuticos
salina	fábrica/usina
Grés	cerâmica
desproporção	disparidade
coletar	adquirir/tomar/comprar/atingir/adoptar/acumular/colecionar/empilhar/reunir/amontoar
Dermatite	eczema
Heavy-metal	rock_and_roll/rock
blastómero	célula
discorrer	falar/cobrir/endereçar
maleta	valise/mala
fulgir	estar/ser
grampo	investigação
nectarina	fruta
dispersão	mudança/alteração/variação/modificação
sigilo	incomunicação
exasperação	irritação
orla_marítima	litoral/ribanceira/orla
Planetesimal	estrela/astro
roque	movimento/edifício/tecido
heterônimo	vocábulo/palavra/verbo
relojoeiro	artífice
vestiário	quarto/aposento/sala
citrato	sal/éster
Exército_de_Salvação	ONG
expressividade	qualidade
bôer	sul-africano
musse	sobremesa
Convés	tablado
falta	ausência/escassez/deficiência/violação/perda/derrota/carência
esmurrar	golpear/bater
esófago	musculatura/canal
cruz	edifício/tecido/naipe
jardim	quintal/flora/cercado/campo/campos
Frente_Popular	coalizão/aliança
clamar	afirmar/aclamar/aplaudir/louvar
fortuna	fenômeno
tremelicar	tremer/tiritar/estremecer
cozedura	carburante/combustível
fitoplâncton	flora
depor	declarar
escorregar	foragir/escapulir/fugir/escapar/andar/caminhar/viajar
tremular	vibrar
Campanário	Torres/torre/roque
trepadeira	videira/cipó/parreira
catatua	papagaio
implorar	suplicar
guilhotinar	degolar/decapitar
recapitular	resumir/sumarizar/sintetizar
ditirambo	hino
fecundidade	criatividade/Criatividade
pão	fornada/nutriente/comida/alimento
VIP	personagem
desmagnetização	atividade
manifestar-se	protestar
querer_dizer	indicar/significar/transmitir
islandês	europeu
cereais	produtos_alimentares/alimento/relva
flagelado	protozoário
mutabilidade	qualidade
apodrecimento	atividade
agente_laranja	herbicida
doenças_profissionais	doença
